"chr"	"start"	"end"	"RBPs"	"strand"	"IGF2BP3wt_rep1"	"IGF2BP3wt_rep2"	"IGF2BP3I474M_rep1"	"IGF2BP3I474M_rep2"	"IGF2BP3R525C_rep1"	"IGF2BP3R525C_rep2"	"gene_ID"	"gene_name"	"gene_type"	"feature"
"chr2"	215384167	215384176	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	35.68888889	70.96222556	5.625	11.75333333	15.18222333	19.17666778	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215384864	215384872	"IGF2BP3wt_final"	"-"	58.06285857	93.765	3.366666667	0	0	2.038	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215386858	215386866	"IGF2BP3R525C_final"	"-"	46.49625	46.35749875	20.1425	13.92	18.6225	13.965	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215386911	215386919	"IGF2BP3R525C_final"	"-"	146.8885743	139.9650025	0	22.409995	117.9257043	57.71499125	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215391669	215391677	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	45.72375	43.0875	89.44999875	52.76285857	54.81	79.38857286	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215397694	215397702	"IGF2BP3R525C_final"	"-"	83.95874125	58.5674925	52.90570714	68.0749925	35.9924925	36.51999	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215404544	215404552	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	23.42875	46.73874875	25.9675	22.95500125	0	10.68125	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215407170	215407184	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	113.6538508	196.0221436	36.15571857	78.74285857	105.2653838	84.34071857	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215407293	215407301	"IGF2BP3R525C_final"	"-"	10.58624625	23.63249875	1.86500125	2.8124975	17.9099975	25.19499875	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215408120	215408128	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	31.95142857	21.2075	0	0	13.55714286	34.22714286	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215410105	215410114	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	60.79778	83.86111778	45.10667111	55.56666778	40.19111222	81.30444667	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215412666	215412674	"IGF2BP3R525C_final"	"-"	5.508333333	4.524	12.56	2.586666667	8.928	6.372	"ENSG00000115414.21"	"FN1"	"protein_coding"	"intron"
"chr2"	215414837	215414847	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	41.73375	66.872997	0	41.28444444	33.144	58.5599975	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215420778	215420786	"IGF2BP3wt_final"	"-"	27.95625	16.7175	11.735	16.72285714	48.915	5.6675	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215423459	215423472	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	95.25461769	95.16923308	18.3	44.14500083	73.05231	40.20615385	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	215434785	215434796	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	81.98363727	81.27727636	19.09090909	17.32727182	46.14181727	51.20181727	"ENSG00000115414.21"	"FN1"	"protein_coding"	"CDS"
"chr2"	216132348	216132356	"IGF2BP3wt_final"	"+"	7.5	12.2175	5.946666667	3.85	5.74	5.69	"ENSG00000079246.16"	"XRCC5"	"protein_coding"	"CDS"
"chr2"	216148178	216148186	"IGF2BP3R525C_final"	"+"	1.005	0.084	3.028	0.184	5.952	4.095	"ENSG00000079246.16"	"XRCC5"	"protein_coding"	"CDS"
"chr2"	216148237	216148245	"IGF2BP3wt_final"	"+"	12.8125	26.41428571	25.856	3.408	3.528	3.7325	"ENSG00000079246.16"	"XRCC5"	"protein_coding"	"CDS"
"chr2"	216190252	216190260	"IGF2BP3wt_final"	"+"	24.39	21.58285714	4.03	0.4	6.968571429	6.104	"ENSG00000079246.16"	"XRCC5"	"protein_coding"	"CDS"
"chr2"	216190270	216190278	"IGF2BP3R525C_final"	"+"	23.89125	19.17375	9.11	11.5875	19.36285714	8.23375	"ENSG00000079246.16"	"XRCC5"	"protein_coding"	"CDS"
"chr2"	218254032	218254040	"IGF2BP3R525C_final"	"+"	8.056666667	9.41	1.8	7.984	8.948	16.54285714	"ENSG00000163466.16"	"ARPC2"	"protein_coding"	"3UTR"
"chr2"	218254053	218254061	"IGF2BP3wt_final"	"+"	12.45	22.09875	0.3657142857	6.376666667	5.97	9.456	"ENSG00000163466.16"	"ARPC2"	"protein_coding"	"3UTR"
"chr2"	218405696	218405704	"IGF2BP3I474M_final"	"+"	5.565	4.1775	6.195	6.412	4.436	1.58	"ENSG00000144579.8"	"CTDSP1"	"protein_coding"	"3UTR"
"chr2"	218449314	218449326	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	6.668571429	5.85	2.465	7.085714286	14.61	9.916666667	"ENSG00000127831.11"	"VIL1"	"protein_coding"	"CDS"
"chr2"	218449797	218449806	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	4.6425	12.81	7.7	3.88	6.625714286	0.1625	"ENSG00000127831.11"	"VIL1"	"protein_coding"	"3UTR"
"chr2"	219540316	219540324	"IGF2BP3I474M_final"	"-"	2.056	0.07	9.183333333	5.08	0	6.71	"ENSG00000123989.14"	"CHPF"	"protein_coding"	"CDS"
"chr2"	222633276	222633284	"IGF2BP3wt_final"	"-"	18.858	9.384	1.19	2.22	2.472	0.495	"ENSG00000116120.11"	"FARSB"	"protein_coding"	"CDS"
"chr2"	222866758	222866766	"IGF2BP3I474M_final"	"+"	5.55	4.44	8.4	14.74	5.28	6.65	"ENSG00000123983.15"	"ACSL3"	"protein_coding"	"intron"
"chr2"	222909002	222909010	"IGF2BP3wt_final"	"+"	45.38	23.24142857	0	17.07	5.67	0	"ENSG00000123983.15"	"ACSL3"	"protein_coding"	"CDS"
"chr2"	222909068	222909076	"IGF2BP3wt_final"	"+"	37.62428571	61.44375	23.1525	33.03142857	33.06857143	15.8375	"ENSG00000123983.15"	"ACSL3"	"protein_coding"	"CDS"
"chr2"	222909077	222909085	"IGF2BP3I474M_final"	"+"	30.63	50.08285714	24.05714286	22.64	22.62	5.693333333	"ENSG00000123983.15"	"ACSL3"	"protein_coding"	"CDS"
"chr2"	222918136	222918144	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	26.04857143	18.52285714	8.246666667	5.791428571	23.89	0.2916666667	"ENSG00000123983.15"	"ACSL3"	"protein_coding"	"CDS"
"chr2"	222919116	222919124	"IGF2BP3wt_final"	"+"	8.496	10.938	1.28	0	7.8	0	"ENSG00000123983.15"	"ACSL3"	"protein_coding"	"CDS"
"chr2"	222921340	222921348	"IGF2BP3R525C_final"	"+"	15.16	14.79	2.152	0.9666666667	11.445	4.64	"ENSG00000123983.15"	"ACSL3"	"protein_coding"	"CDS"
"chr2"	222921416	222921424	"IGF2BP3I474M_final"	"+"	14.5325	22.025	15.82857143	17.736	9.095	3.363333333	"ENSG00000123983.15"	"ACSL3"	"protein_coding"	"CDS"
"chr2"	222924472	222924480	"IGF2BP3I474M_final"	"+"	37.91666667	24.948	22.76857143	13.024	5.525	7.168571429	"ENSG00000123983.15"	"ACSL3"	"protein_coding"	"CDS"
"chr2"	222934537	222934545	"IGF2BP3wt_final"	"+"	11.62333333	11.29285714	2.933333333	2.1525	6.625714286	10.01714286	"ENSG00000123983.15"	"ACSL3"	"protein_coding"	"CDS"
"chr2"	222941812	222941828	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	22.464	6.736153846	6.925714286	8.522222222	13.914	10.45454545	"ENSG00000123983.15"	"ACSL3"	"protein_coding"	"3UTR"
"chr2"	224474281	224474289	"IGF2BP3I474M_final"	"-"	1.251428571	8.72125	7.79	5.08	10.13666667	0.1233333333	"ENSG00000036257.13"	"CUL3"	"protein_coding"	"CDS"
"chr2"	227491598	227491606	"IGF2BP3R525C_final"	"+"	12.955	6.48	0.808	0	5.44	10.44333333	"ENSG00000173744.18"	"AGFG1"	"protein_coding"	"CDS"
"chr2"	227554532	227554540	"IGF2BP3I474M_final"	"+"	12.444	4.15	15.636	13.085	7.47	9.575	"ENSG00000173744.18"	"AGFG1"	"protein_coding"	"3UTR"
"chr2"	227816372	227816380	"IGF2BP3wt_final"	"+"	12.09	13.78285714	0.325	1.203333333	0.84	14	"ENSG00000115009.13"	"CCL20"	"protein_coding"	"CDS"
"chr2"	229180934	229180944	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	97.18833333	115.6812487	189.9533322	119.8771386	103.8244444	108.1271429	"ENSG00000153823.19"	"PID1"	"protein_coding"	"intron"
"chr2"	229769264	229769272	"IGF2BP3wt_final"	"-"	15.7725	16.295	8.635	1.428	2.136	4.456	"ENSG00000153827.14"	"TRIP12"	"protein_coding"	"CDS"
"chr2"	229777338	229777346	"IGF2BP3wt_final"	"-"	9.077142857	17.84625	0.75	3.282857143	0.8	0.2033333333	"ENSG00000153827.14"	"TRIP12"	"protein_coding"	"CDS"
"chr2"	229804194	229804202	"IGF2BP3I474M_final"	"-"	0	1.588	19.7	10.285	2.54	7.613333333	"ENSG00000153827.14"	"TRIP12"	"protein_coding"	"CDS"
"chr2"	229810926	229810934	"IGF2BP3R525C_final"	"-"	0.105	9.855	0	18.34	7.116	11.49	"ENSG00000153827.14"	"TRIP12"	"protein_coding"	"CDS"
"chr2"	230819866	230819874	"IGF2BP3R525C_final"	"+"	9.54	0.81	1.1	2.04	12.66857143	11.29	"ENSG00000135932.11"	"CAB39"	"protein_coding"	"3UTR"
"chr2"	230876892	230876900	"IGF2BP3wt_final"	"+"	4.59	3.924	6.14	1.524	0.38	3.205	"ENSG00000135916.16"	"ITM2C"	"protein_coding"	"CDS"
"chr2"	231047681	231047690	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	4.95	9.76	1.39	4.55	10.38	6.224	"ENSG00000204128.6"	"C2orf72"	"protein_coding"	"3UTR"
"chr2"	231048128	231048136	"IGF2BP3wt_final"	"+"	5.784	11.92	0	1.2	0	0.8375	"ENSG00000204128.6"	"C2orf72"	"protein_coding"	"3UTR"
"chr2"	231072345	231072353	"IGF2BP3wt_final"	"+"	18.696	15.6225	4.456	4.85	3.405	8.405	"ENSG00000173692.14"	"PSMD1"	"protein_coding"	"CDS"
"chr2"	231077124	231077132	"IGF2BP3I474M_final"	"+"	17.16	5.838	10.48	7.364	18.96	2.5	"ENSG00000173692.14"	"PSMD1"	"protein_coding"	"CDS"
"chr2"	231078687	231078695	"IGF2BP3wt_final"	"+"	14.544	8.448	0	0.865	2.325	0.2525	"ENSG00000173692.14"	"PSMD1"	"protein_coding"	"CDS"
"chr2"	231165990	231165998	"IGF2BP3wt_final"	"+"	7.24	10.345	0	7.473333333	8.61	2.08	"ENSG00000173692.14"	"PSMD1"	"protein_coding"	"CDS"
"chr2"	231454776	231454784	"IGF2BP3wt_final"	"-"	30.30142857	9.464285714	0	0	6.194285714	0	"ENSG00000115053.17"	"NCL"	"protein_coding"	"3UTR"
"chr2"	231454940	231454948	"IGF2BP3wt_final"	"-"	20.01	13.17	7.231428571	9.065714286	10.67	12.51857143	"ENSG00000115053.17"	"NCL"	"protein_coding"	"3UTR"
"chr2"	231455135	231455144	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	29.9875	49.4625	13.37111111	55.41777778	34.0375	33.35	"ENSG00000115053.17"	"NCL"	"protein_coding"	"CDS"
"chr2"	231456748	231456756	"IGF2BP3R525C_final"	"-"	0	0	0.95	1.88	5.646666667	13.615	"ENSG00000115053.17"	"NCL"	"protein_coding"	"CDS"
"chr2"	231461843	231461851	"IGF2BP3I474M_final"	"-"	1.032	11.616	5.953333333	7.496	7.37	0	"ENSG00000115053.17"	"NCL"	"protein_coding"	"CDS"
"chr2"	231464384	231464400	"IGF2BP3I474M_final,IGF2BP3wt_final"	"-"	20.71714286	33.51857143	5.912	20.47066667	19.93875	0	"ENSG00000115053.17"	"NCL"	"protein_coding"	"5UTR"
"chr2"	231708550	231708558	"IGF2BP3wt_final"	"+"	13.698	19.914	0	4.52	2.35	9.6	"ENSG00000187514.17"	"PTMA"	"protein_coding"	"5UTR"
"chr2"	232856967	232856975	"IGF2BP3wt_final"	"+"	14.06	11.1	2.8	4.69	1.98	7.98	"ENSG00000204120.16"	"GIGYF2"	"protein_coding"	"3UTR"
"chr2"	235055036	235055045	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	9.29	8.382	9.425	7.53	0.285	2.11	"ENSG00000130147.16"	"SH3BP4"	"protein_coding"	"3UTR"
"chr2"	237563208	237563219	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	17.71857143	25.16833333	20.214	6.831666667	0	9.464	"ENSG00000222449.1"	"RNU6-1140P"	"snRNA"	"exon"
"chr2"	237765834	237765842	"IGF2BP3R525C_final"	"+"	11.1	10.545	2.8	4.02	10.56	13.965	"ENSG00000124831.19"	"LRRFIP1"	"protein_coding"	"3UTR"
"chr2"	239960790	239960798	"IGF2BP3wt_final"	"-"	8.1	5.14	0	0.2514285714	0	1.2925	"ENSG00000130414.13"	"NDUFA10"	"protein_coding"	"3UTR"
"chr2"	240131078	240131086	"IGF2BP3I474M_final"	"-"	11.17	9.32	9.066666667	9.065	7	2.65	"ENSG00000172428.11"	"COPS9"	"protein_coding"	"CDS"
"chr2"	241230776	241230786	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	18.3525	15.85285714	24.7225	19.50285714	24.34	14.34125	"ENSG00000115677.17"	"HDLBP"	"protein_coding"	"CDS"
"chr2"	241238699	241238707	"IGF2BP3wt_final"	"-"	7.56	7.896	1.336666667	0	0.2	0.1725	"ENSG00000115677.17"	"HDLBP"	"protein_coding"	"CDS"
"chr2"	241246832	241246840	"IGF2BP3R525C_final"	"-"	23.58333333	19.57714286	10.36	13.68	15.04	24.45428571	"ENSG00000115677.17"	"HDLBP"	"protein_coding"	"CDS"
"chr2"	241246842	241246850	"IGF2BP3I474M_final"	"-"	19.29125	16.405	17.36666667	15.19	8.24	12.7425	"ENSG00000115677.17"	"HDLBP"	"protein_coding"	"CDS"
"chr2"	241247107	241247115	"IGF2BP3wt_final"	"-"	20.67	13.46	28.36666667	7.944	4.106666667	17.67	"ENSG00000115677.17"	"HDLBP"	"protein_coding"	"CDS"
"chr2"	241248286	241248294	"IGF2BP3wt_final"	"-"	24.89142857	24.01285714	4.546666667	2.3875	0.51	25.54666667	"ENSG00000115677.17"	"HDLBP"	"protein_coding"	"CDS"
"chr2"	241249968	241249976	"IGF2BP3R525C_final"	"-"	9.72	12.31	9.08	2.845	15.70285714	4.892	"ENSG00000115677.17"	"HDLBP"	"protein_coding"	"CDS"
"chr2"	241255092	241255101	"IGF2BP3I474M_final,IGF2BP3R525C_final"	"-"	1.22	25.74	13.79333333	11.03428571	11.556	7.495	"ENSG00000115677.17"	"HDLBP"	"protein_coding"	"CDS"
"chr2"	241256346	241256356	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	17.54444444	13.08	15.06666667	19.1025	23.58	16.58	"ENSG00000115677.17"	"HDLBP"	"protein_coding"	"CDS"
"chr2"	241256652	241256660	"IGF2BP3wt_final"	"-"	48.37875	47.892	33.16666667	9.276	6.2	15.2975	"ENSG00000115677.17"	"HDLBP"	"protein_coding"	"CDS"
"chr2"	241266796	241266804	"IGF2BP3wt_final"	"-"	36.51	70.13142857	10.484	40.6225	18.22285714	15.62	"ENSG00000115677.17"	"HDLBP"	"protein_coding"	"CDS"
"chr2"	241337502	241337510	"IGF2BP3wt_final"	"+"	21.55714286	18.06	6.465714286	7.942857143	13.03714286	1.028	"ENSG00000168385.18"	"SEPTIN2"	"protein_coding"	"CDS"
"chr2"	241337676	241337684	"IGF2BP3wt_final"	"+"	19.245	6.924	13.45333333	10.16	20.02285714	4.148	"ENSG00000168385.18"	"SEPTIN2"	"protein_coding"	"CDS"
"chr2"	241337690	241337698	"IGF2BP3I474M_final"	"+"	8.988	1.245	14.74	18.06	9.88	2.303333333	"ENSG00000168385.18"	"SEPTIN2"	"protein_coding"	"CDS"
"chr2"	241352124	241352132	"IGF2BP3wt_final"	"+"	16.914	15.582	3.28	0.876	11.424	0	"ENSG00000168385.18"	"SEPTIN2"	"protein_coding"	"3UTR"
"chr2"	241352272	241352281	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	41.6325	49.55333111	0.7666666667	11.12	70.35999889	19.74111111	"ENSG00000168385.18"	"SEPTIN2"	"protein_coding"	"3UTR"
"chr2"	241352474	241352482	"IGF2BP3wt_final"	"+"	12.38	12.39	0	2.74	9.48	2.465	"ENSG00000168385.18"	"SEPTIN2"	"protein_coding"	"3UTR"
"chr2"	241352760	241352768	"IGF2BP3wt_final"	"+"	4.602	17.04	0	10.65333333	0	7.393333333	"ENSG00000168385.18"	"SEPTIN2"	"protein_coding"	"3UTR"
"chr2"	241353280	241353288	"IGF2BP3I474M_final"	"+"	16.085	25.99	13.216	15.875	19.01142857	23.744	"ENSG00000168385.18"	"SEPTIN2"	"protein_coding"	"3UTR"
"chr2"	241500216	241500226	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	8.076666667	11.65888889	11.36666667	23.47428571	14.53428571	15.59777778	"ENSG00000115694.15"	"STK25"	"protein_coding"	"CDS"
"chr20"	299385	299393	"IGF2BP3wt_final"	"+"	12.19666667	6.646666667	1.532	0	6.116666667	0	"ENSG00000247315.4"	"ZCCHC3"	"protein_coding"	"3UTR"
"chr20"	328593	328601	"IGF2BP3wt_final"	"+"	5.34	9.938571429	0.1	13.61	0	0	"ENSG00000177732.9"	"SOX12"	"protein_coding"	"3UTR"
"chr20"	397528	397536	"IGF2BP3I474M_final"	"+"	6.36	24.12	12.8	8.06	5.68	0	"ENSG00000101255.11"	"TRIB3"	"protein_coding"	"3UTR"
"chr20"	410534	410542	"IGF2BP3I474M_final,IGF2BP3wt_final"	"+"	26.316	4.7625	11.776	15.25333333	6.585	3.0275	"ENSG00000125826.21"	"RBCK1"	"protein_coding"	"CDS"
"chr20"	428523	428531	"IGF2BP3I474M_final"	"+"	2.206666667	1.8175	9.036666667	7.092	4.97	4.405	"ENSG00000125826.21"	"RBCK1"	"protein_coding"	"CDS"
"chr20"	483002	483010	"IGF2BP3wt_final"	"-"	7.7625	6.156	7.128571429	6.464	0	0	"ENSG00000101266.19"	"CSNK2A1"	"protein_coding"	"3UTR"
"chr20"	483096	483106	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	23.9225	22.8125	22.99333333	7.976	8.208	17.27833333	"ENSG00000101266.19"	"CSNK2A1"	"protein_coding"	"3UTR"
"chr20"	483261	483269	"IGF2BP3wt_final"	"-"	14.385	19.935	13.28	0	3.78	0	"ENSG00000101266.19"	"CSNK2A1"	"protein_coding"	"3UTR"
"chr20"	483372	483380	"IGF2BP3I474M_final"	"-"	6.545	12.65	11.4	14.76	17.56	2.65	"ENSG00000101266.19"	"CSNK2A1"	"protein_coding"	"3UTR"
"chr20"	646730	646738	"IGF2BP3wt_final"	"-"	4.803333333	10.42666667	0.3333333333	1.7	1.266666667	0.985	"ENSG00000271303.2"	"SRXN1"	"protein_coding"	"3UTR"
"chr20"	648533	648541	"IGF2BP3wt_final"	"-"	6.8925	6.06	2.08	0	0	0	"ENSG00000271303.2"	"SRXN1"	"protein_coding"	"3UTR"
"chr20"	1369343	1369352	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	18.768	30.756	20.48	13.34	38.5	13.385	"ENSG00000088832.18"	"FKBP1A"	"protein_coding"	"3UTR"
"chr20"	1369982	1369990	"IGF2BP3wt_final"	"-"	5.1975	18.108	2.728	0.725	2.52	17.34142857	"ENSG00000088832.18"	"FKBP1A"	"protein_coding"	"3UTR"
"chr20"	2461701	2461709	"IGF2BP3wt_final"	"-"	6.615	15.965	1.356666667	2.496666667	4.791428571	0.648	"ENSG00000125835.19"	"SNRPB"	"protein_coding"	"3UTR"
"chr20"	2463001	2463009	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	517.8750075	448.7775037	376.2224975	208.6874937	309.0074925	282.0112525	"ENSG00000125835.19"	"SNRPB"	"protein_coding"	"intron"
"chr20"	2467650	2467658	"IGF2BP3R525C_final"	"-"	15.5175	11.06571429	0.248	15.57333333	15.35142857	8.075714286	"ENSG00000125835.19"	"SNRPB"	"protein_coding"	"CDS"
"chr20"	2656434	2656450	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	15.3	4.463333333	8.823333333	10.07	9.45	9.46875	"ENSG00000101361.17"	"NOP56"	"protein_coding"	"CDS"
"chr20"	2656630	2656638	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	66.50249875	82.5974975	21.56499625	0	49.99500125	41.10375125	"ENSG00000229686.1"	"SNORD56"	"snoRNA"	"exon"
"chr20"	2964881	2964889	"IGF2BP3R525C_final"	"+"	3.27	9.795	0.25	4.868	14.8	8.075	"ENSG00000132670.20"	"PTPRA"	"protein_coding"	"CDS"
"chr20"	3149098	3149106	"IGF2BP3wt_final"	"-"	11.13	13.21	3.184	0.61	1.21	3.16	"ENSG00000215251.4"	"FASTKD5"	"protein_coding"	"5UTR"
"chr20"	3149126	3149134	"IGF2BP3I474M_final"	"-"	5.766	7.246666667	6.068	5.93	0.2133333333	1.053333333	"ENSG00000215251.4"	"FASTKD5"	"protein_coding"	"5UTR"
"chr20"	3805943	3805951	"IGF2BP3I474M_final"	"+"	2.1575	0	7.385	4.63	0	11.1825	"ENSG00000101224.18"	"CDC25B"	"protein_coding"	"3UTR"
"chr20"	4700132	4700140	"IGF2BP3I474M_final"	"+"	5.3475	7.6275	13.528	3.568	5.796	2.358	"ENSG00000171867.18"	"PRNP"	"protein_coding"	"3UTR"
"chr20"	4700258	4700266	"IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	10.665	9.2775	18.82666667	0	5.06	11.37	"ENSG00000171867.18"	"PRNP"	"protein_coding"	"3UTR"
"chr20"	4701450	4701458	"IGF2BP3wt_final"	"+"	13.54833333	8.6175	10.948	0.6266666667	3.744	0	"ENSG00000171867.18"	"PRNP"	"protein_coding"	"3UTR"
"chr20"	5100480	5100488	"IGF2BP3R525C_final"	"-"	13.63	18.60857143	12.84857143	2.076666667	5.048571429	3.011666667	"ENSG00000089063.15"	"TMEM230"	"protein_coding"	"3UTR"
"chr20"	5100506	5100514	"IGF2BP3I474M_final"	"-"	5.404	19.7775	17.97333333	5.435	5.048	0	"ENSG00000089063.15"	"TMEM230"	"protein_coding"	"3UTR"
"chr20"	5100562	5100570	"IGF2BP3I474M_final"	"-"	6.034	16.79333333	14.95	13.425	5.76	8.411666667	"ENSG00000089063.15"	"TMEM230"	"protein_coding"	"3UTR"
"chr20"	5100595	5100603	"IGF2BP3R525C_final"	"-"	16.94	26.19	1.933333333	3.38	20.4	18.51	"ENSG00000089063.15"	"TMEM230"	"protein_coding"	"3UTR"
"chr20"	5115066	5115074	"IGF2BP3wt_final"	"-"	9.195	6.1425	0	1.765	0	0	"ENSG00000132646.11"	"PCNA"	"protein_coding"	"3UTR"
"chr20"	5115156	5115164	"IGF2BP3R525C_final"	"-"	27.47625	31.2225	10.01666667	22.05714286	30.01	22.18714286	"ENSG00000132646.11"	"PCNA"	"protein_coding"	"3UTR"
"chr20"	5115315	5115323	"IGF2BP3wt_final"	"-"	27.9275	70.9400025	33.1	0	3.937142857	0	"ENSG00000132646.11"	"PCNA"	"protein_coding"	"CDS"
"chr20"	5115494	5115502	"IGF2BP3wt_final"	"-"	5.8275	14.365	2.213333333	0	0	3.816	"ENSG00000132646.11"	"PCNA"	"protein_coding"	"CDS"
"chr20"	5117604	5117612	"IGF2BP3wt_final"	"-"	8.101666667	11.278	1.63	5.196666667	15.52666667	7.3	"ENSG00000132646.11"	"PCNA"	"protein_coding"	"CDS"
"chr20"	5117621	5117629	"IGF2BP3I474M_final"	"-"	0.2583333333	0.06	4.291428571	8.76	17.964	0	"ENSG00000132646.11"	"PCNA"	"protein_coding"	"CDS"
"chr20"	5946523	5946531	"IGF2BP3wt_final"	"-"	11.1	9.99	3.5	3.35	1.32	1.995	"ENSG00000089195.15"	"TRMT6"	"protein_coding"	"CDS"
"chr20"	5957180	5957188	"IGF2BP3wt_final"	"+"	6.21	9.54	4.5	10.08	13.8	3.31	"ENSG00000125885.13"	"MCM8"	"protein_coding"	"CDS"
"chr20"	5967470	5967478	"IGF2BP3wt_final"	"+"	4.545	8.985	0.5	6.06	0	4.64	"ENSG00000125885.13"	"MCM8"	"protein_coding"	"CDS"
"chr20"	6031343	6031354	"IGF2BP3I474M_final,IGF2BP3R525C_final,IGF2BP3wt_final"	"+"	23.06818182	31.5	5.8475	15.14571429	10.65428571	10.213	"ENSG00000088766.12"	"CRLS1"	"protein_coding"	"CDS"
"chr20"	8157236	8157244	"IGF2BP3wt_final"	"+"	11.988	10.545	7	8.486666667	15.84	0.665	"ENSG00000182621.18"	"PLCB1"	"protein_coding"	"intron"
"chr20"	8737079	8737087	"IGF2BP3R525C_final"	"+"	3.52	0	1.308	0.515	5.89	6.046666667	"ENSG00000182621.18"	"PLCB1"	"protein_coding"	"CDS"
"chr20"	10638202	10638210	"IGF2BP3wt_final"	"-"	7.54	10.5	2.08	1.2	1.14	7.82	"ENSG00000101384.12"	"JAG1"	"protein_coding"	"3UTR"
"chr20"	10638312	10638320	"IGF2BP3wt_final"	"-"	9.61	13.6275	0.06666666667	4.386666667	0	2.8275	"ENSG00000101384.12"	"JAG1"	"protein_coding"	"3UTR"
"chr20"	10638358	10638366	"IGF2BP3R525C_final"	"-"	2.268	9.474	0.685	0.7533333333	5.01	5.08	"ENSG00000101384.12"	"JAG1"	"protein_coding"	"3UTR"
"chr20"	13049040	13049048	"IGF2BP3wt_final"	"+"	6.12	4.605	0.34	6.985	0	0	"ENSG00000172296.13"	"SPTLC3"	"protein_coding"	"CDS"
"chr20"	15022880	15022888	"IGF2BP3I474M_final"	"+"	27.195	28.86	21	25.46	9.24	17.29	"ENSG00000201180.1"	"RNU6-115P"	"snRNA"	"exon"
"chr20"	16731689	16731697	"IGF2BP3wt_final"	"+"	15.224	5.93	2.72	3.01	6.004	0.3866666667	"ENSG00000125870.11"	"SNRPB2"	"protein_coding"	"5UTR"
"chr20"	16738854	16738862	"IGF2BP3wt_final"	"+"	20.772	12.78	16.148	0	5.54	6.125	"ENSG00000125870.11"	"SNRPB2"	"protein_coding"	"CDS"
"chr20"	17607045	17607053	"IGF2BP3R525C_final"	"+"	19.11857143	1.625	0	0	15.98	22.89142857	"ENSG00000125868.16"	"DSTN"	"protein_coding"	"CDS"
"chr20"	17941842	17941850	"IGF2BP3wt_final"	"-"	19.9575	21.075	3.49	8.84	19.05	8.15	"ENSG00000089006.17"	"SNX5"	"protein_coding"	"3UTR"
"chr20"	17942342	17942352	"IGF2BP3R525C_final,IGF2BP3wt_final"	"-"	39.85375	50.67625	14.1	28.83142857	37.66857143	30.69875	"ENSG00000089006.17"	"SNX5"	"protein_coding"	"3UTR"
