UNIQUE;ID;Description;Hs_HEK293-RIC;Hs_HuH7-RIC;Hs_HeLa-RIC;Hs_HeLa-RBDmap;Hs_JURKAT-2018-RIC;Hs_JURKAT-2018-eRIC;Hs_Cyto-eRIC;Hs_Nuc-eRIC
MAD1L1;ENSG00000002822;"MAD1 mitotic arrest deficient like 1 [Source:HGNC Symbol;Acc:HGNC:6762]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAD2L1;ENSG00000164109;"MAD2 mitotic arrest deficient-like 1 (yeast) [Source:HGNC Symbol;Acc:HGNC:6763]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAEA;ENSG00000090316;"macrophage erythroblast attacher [Source:HGNC Symbol;Acc:HGNC:13731]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAGEB2;ENSG00000099399;"MAGE family member B2 [Source:HGNC Symbol;Acc:HGNC:6809]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAGED1;ENSG00000179222;"MAGE family member D1 [Source:HGNC Symbol;Acc:HGNC:6813]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAGED2;ENSG00000102316;"MAGE family member D2 [Source:HGNC Symbol;Acc:HGNC:16353]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAGI3;ENSG00000081026;"membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29647]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAGOH;ENSG00000162385;"mago homolog, exon junction complex core component [Source:HGNC Symbol;Acc:HGNC:6815]";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAGOHB;ENSG00000111196;"mago homolog B, exon junction complex core component [Source:HGNC Symbol;Acc:HGNC:25504]";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
MAGT1;ENSG00000102158;"magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAK16;ENSG00000198042;"MAK16 homolog [Source:HGNC Symbol;Acc:HGNC:13703]";FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
MALSU1;ENSG00000156928;"mitochondrial assembly of ribosomal large subunit 1 [Source:HGNC Symbol;Acc:HGNC:21721]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MALT1;ENSG00000172175;"MALT1 paracaspase [Source:HGNC Symbol;Acc:HGNC:6819]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAN1A2;ENSG00000198162;"mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAN2B1;ENSG00000104774;"mannosidase alpha class 2B member 1 [Source:HGNC Symbol;Acc:HGNC:6826]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MANF;ENSG00000145050;"mesencephalic astrocyte derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:15461]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
MAP1B;ENSG00000131711;"microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
MAP1LC3B;ENSG00000140941;"microtubule associated protein 1 light chain 3 beta [Source:HGNC Symbol;Acc:HGNC:13352]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAP1S;ENSG00000130479;"microtubule associated protein 1S [Source:HGNC Symbol;Acc:HGNC:15715]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAP2;ENSG00000078018;"microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
MAP2K1;ENSG00000169032;"mitogen-activated protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6840]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAP2K3;ENSG00000034152;"mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6843]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAP2K6;ENSG00000108984;"mitogen-activated protein kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6846]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAP3K4;ENSG00000085511;"mitogen-activated protein kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6856]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAP4;ENSG00000047849;"microtubule associated protein 4 [Source:HGNC Symbol;Acc:HGNC:6862]";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
MAP4K4;ENSG00000071054;"mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
MAP7;ENSG00000135525;"microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAP7D1;ENSG00000116871;"MAP7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25514]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAP7D3;ENSG00000129680;"MAP7 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25742]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAPK1;ENSG00000100030;"mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
MAPK14;ENSG00000112062;"mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAPK15;ENSG00000181085|ENSG00000274205;"mitogen-activated protein kinase 15 [Source:HGNC Symbol;Acc:HGNC:24667]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAPK3;ENSG00000102882;"mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6877]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAPKAPK2;ENSG00000162889;"mitogen-activated protein kinase-activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAPRE1;ENSG00000101367;"microtubule associated protein RP/EB family member 1 [Source:HGNC Symbol;Acc:HGNC:6890]";TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
MAPT;ENSG00000186868|ENSG00000276155|ENSG00000277956;"microtubule associated protein tau [Source:HGNC Symbol;Acc:HGNC:6893]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
05-Mar;ENSG00000198060;"membrane associated ring-CH-type finger 5 [Source:HGNC Symbol;Acc:HGNC:26025]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MARCKS;ENSG00000277443;"myristoylated alanine rich protein kinase C substrate [Source:HGNC Symbol;Acc:HGNC:6759]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
MARCKSL1;ENSG00000175130;"MARCKS like 1 [Source:HGNC Symbol;Acc:HGNC:7142]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MARK2;ENSG00000072518;"microtubule affinity regulating kinase 2 [Source:HGNC Symbol;Acc:HGNC:3332]";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
MARK3;ENSG00000075413;"microtubule affinity regulating kinase 3 [Source:HGNC Symbol;Acc:HGNC:6897]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MARS;ENSG00000166986;"methionyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:6898]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
MARS2;ENSG00000247626;"methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAT1A;ENSG00000151224;"methionine adenosyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:6903]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
MAT2A;ENSG00000168906;"methionine adenosyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:6904]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
MAT2B;ENSG00000038274;"methionine adenosyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:6905]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MATR3;ENSG00000015479|ENSG00000280987;"matrin 3 [Source:EntrezGene;Acc:9782]|matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912]";TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE
MAVS;ENSG00000088888;"mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MAZ;ENSG00000103495;"MYC associated zinc finger protein [Source:HGNC Symbol;Acc:HGNC:6914]";TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
MB21D1;ENSG00000164430;"Mab-21 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21367]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MBD2;ENSG00000134046;"methyl-CpG binding domain protein 2 [Source:HGNC Symbol;Acc:HGNC:6917]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MBNL1;ENSG00000152601;"muscleblind like splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:6923]";TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE
MBNL2;ENSG00000139793;"muscleblind like splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:16746]";TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
MBNL3;ENSG00000076770;"muscleblind like splicing regulator 3 [Source:HGNC Symbol;Acc:HGNC:20564]";TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
MBOAT2;ENSG00000143797;"membrane bound O-acyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25193]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MBOAT7;ENSG00000125505|ENSG00000273592|ENSG00000274194|ENSG00000275118|ENSG00000276935|ENSG00000277025|ENSG00000277733|ENSG00000277923|ENSG00000278322|ENSG00000278519;"membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MBTPS2;ENSG00000012174;"membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MCAM;ENSG00000076706;"melanoma cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:6934]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MCAT;ENSG00000100294;"malonyl-CoA-acyl carrier protein transacylase [Source:HGNC Symbol;Acc:HGNC:29622]";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MCC;ENSG00000171444;"mutated in colorectal cancers [Source:HGNC Symbol;Acc:HGNC:6935]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MCM10;ENSG00000065328;"minichromosome maintenance 10 replication initiation factor [Source:HGNC Symbol;Acc:HGNC:18043]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MCM2;ENSG00000073111;"minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MCM3;ENSG00000112118;"minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945]";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
MCM3AP;ENSG00000160294;"minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol;Acc:HGNC:6946]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MCM4;ENSG00000104738;"minichromosome maintenance complex component 4 [Source:HGNC Symbol;Acc:HGNC:6947]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MCM5;ENSG00000100297;"minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MCM6;ENSG00000076003;"minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MCM7;ENSG00000166508;"minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MCMBP;ENSG00000197771;"minichromosome maintenance complex binding protein [Source:HGNC Symbol;Acc:HGNC:25782]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MCRIP2;ENSG00000172366;"MAPK regulated corepressor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:14142]";FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MCTS1;ENSG00000232119;"MCTS1, re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MDC1;ENSG00000137337|ENSG00000206481|ENSG00000224587|ENSG00000225589|ENSG00000228575|ENSG00000231135|ENSG00000234012|ENSG00000237095;"mediator of DNA damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MDH1;ENSG00000014641;"malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE
MDH2;ENSG00000146701;"malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE
MDN1;ENSG00000112159;"midasin AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:18302]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
ME2;ENSG00000082212;"malic enzyme 2 [Source:HGNC Symbol;Acc:HGNC:6984]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MECOM;ENSG00000085276;"MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MECP2;ENSG00000169057;"methyl-CpG binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6990]";FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE
MED1;ENSG00000125686;"mediator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:9234]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MED12;ENSG00000184634;"mediator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:11957]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MED13;ENSG00000108510;"mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MED14;ENSG00000180182;"mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MED15;ENSG00000099917;"mediator complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:14248]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MED16;ENSG00000175221|ENSG00000282092;"mediator complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:17556]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MED23;ENSG00000112282;"mediator complex subunit 23 [Source:HGNC Symbol;Acc:HGNC:2372]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MED24;ENSG00000008838;"mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MED25;ENSG00000104973;"mediator complex subunit 25 [Source:HGNC Symbol;Acc:HGNC:28845]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MED4;ENSG00000136146;"mediator complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:17903]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MEN1;ENSG00000133895;"menin 1 [Source:HGNC Symbol;Acc:HGNC:7010]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MEPCE;ENSG00000146834;"methylphosphate capping enzyme [Source:HGNC Symbol;Acc:HGNC:20247]";TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
MESDC2;ENSG00000117899;"mesoderm development candidate 2 [Source:HGNC Symbol;Acc:HGNC:13520]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
METAP1;ENSG00000164024;"methionyl aminopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:15789]";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
METAP2;ENSG00000111142;"methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:16672]";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
METTL1;ENSG00000037897;"methyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:7030]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
METTL15;ENSG00000169519;"methyltransferase like 15 [Source:HGNC Symbol;Acc:HGNC:26606]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
METTL16;ENSG00000127804;"methyltransferase like 16 [Source:HGNC Symbol;Acc:HGNC:28484]";TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE
METTL17;ENSG00000165792;"methyltransferase like 17 [Source:HGNC Symbol;Acc:HGNC:19280]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
METTL2A;ENSG00000087995;"methyltransferase like 2A [Source:HGNC Symbol;Acc:HGNC:25755]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
METTL3;ENSG00000165819;"methyltransferase like 3 [Source:HGNC Symbol;Acc:HGNC:17563]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
METTL8;ENSG00000123600;"methyltransferase like 8 [Source:HGNC Symbol;Acc:HGNC:25856]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
MEX3A;ENSG00000254726;"mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482]";TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
MEX3B;ENSG00000183496;"mex-3 RNA binding family member B [Source:HGNC Symbol;Acc:HGNC:25297]";TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
MEX3C;ENSG00000176624;"mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]";TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE
MEX3D;ENSG00000181588;"mex-3 RNA binding family member D [Source:HGNC Symbol;Acc:HGNC:16734]";TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE
MFAP1;ENSG00000140259;"microfibrillar associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7032]";TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;TRUE
MFSD10;ENSG00000109736;"major facilitator superfamily domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16894]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MFSD3;ENSG00000167700;"major facilitator superfamily domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25157]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MGA;ENSG00000174197;"MGA, MAX dimerization protein [Source:HGNC Symbol;Acc:HGNC:14010]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MGAT2;ENSG00000168282;"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7045]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MGST1;ENSG00000008394;"microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]";FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MGST2;ENSG00000085871;"microsomal glutathione S-transferase 2 [Source:HGNC Symbol;Acc:HGNC:7063]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MGST3;ENSG00000143198;"microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MIA3;ENSG00000154305;"MIA family member 3, ER export factor [Source:HGNC Symbol;Acc:HGNC:24008]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE
MIB1;ENSG00000101752;"mindbomb E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MICAL3;ENSG00000243156;"microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24694]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MICALL1;ENSG00000100139;"MICAL like 1 [Source:HGNC Symbol;Acc:HGNC:29804]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MICALL2;ENSG00000164877;"MICAL like 2 [Source:HGNC Symbol;Acc:HGNC:29672]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MICU1;ENSG00000107745;"mitochondrial calcium uptake 1 [Source:HGNC Symbol;Acc:HGNC:1530]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MID1;ENSG00000101871;"midline 1 [Source:HGNC Symbol;Acc:HGNC:7095]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MIER1;ENSG00000198160;"MIER1 transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29657]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MIF;ENSG00000240972|ENSG00000276701;"macrophage migration inhibitory factor (glycosylation-inhibiting factor) [Source:HGNC Symbol;Acc:HGNC:7097]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MINA;ENSG00000170854;"MYC induced nuclear antigen [Source:HGNC Symbol;Acc:HGNC:19441]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MIPEP;ENSG00000027001;"mitochondrial intermediate peptidase [Source:HGNC Symbol;Acc:HGNC:7104]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MITD1;ENSG00000158411;"microtubule interacting and trafficking domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25207]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MKI67;ENSG00000148773;"marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]";FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE
MKNK2;ENSG00000099875;"MAP kinase interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:7111]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MKRN1;ENSG00000133606;"makorin ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:7112]";FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE
MKRN2;ENSG00000075975;"makorin ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:7113]";TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE
MKRN3;ENSG00000179455;"makorin ring finger protein 3 [Source:HGNC Symbol;Acc:HGNC:7114]";FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MLEC;ENSG00000110917;"malectin [Source:HGNC Symbol;Acc:HGNC:28973]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MLKL;ENSG00000168404;"mixed lineage kinase domain like [Source:HGNC Symbol;Acc:HGNC:26617]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MLLT1;ENSG00000130382;"MLLT1, super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MLPH;ENSG00000115648;"melanophilin [Source:HGNC Symbol;Acc:HGNC:29643]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MMAA;ENSG00000151611;"methylmalonic aciduria (cobalamin deficiency) cblA type [Source:HGNC Symbol;Acc:HGNC:18871]";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE
MMAB;ENSG00000139428;"methylmalonic aciduria (cobalamin deficiency) cblB type [Source:HGNC Symbol;Acc:HGNC:19331]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MMGT1;ENSG00000169446;"membrane magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28100]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MMS19;ENSG00000155229;"MMS19 homolog, cytosolic iron-sulfur assembly component [Source:HGNC Symbol;Acc:HGNC:13824]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MNAT1;ENSG00000020426;"MNAT1, CDK activating kinase assembly factor [Source:HGNC Symbol;Acc:HGNC:7181]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MOB4;ENSG00000115540;"MOB family member 4, phocein [Source:HGNC Symbol;Acc:HGNC:17261]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MOCOS;ENSG00000075643;"molybdenum cofactor sulfurase [Source:HGNC Symbol;Acc:HGNC:18234]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
MOCS2;ENSG00000164172;"molybdenum cofactor synthesis 2 [Source:HGNC Symbol;Acc:HGNC:7193]";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
